S No,Station Name,Stn Code,"Old Station
Category","New Station
Category",Division,Zone,District,State,Coordinates
2006,GAURDAHA HALT,GQD,F,HG3,SDAH,ER,"24 PARAGANAS
SOUTH",WEST BENGAL,22.3783115/88.5346299
2007,GHORARAS GHONA HALT,GGV,F,HG3,SDAH,ER,"24 PARAGANAS
NORTH",WEST BENGAL,22.6517759/88.7823931
2008,HARISHNAGAR HALT,HRSR,F,HG3,SDAH,ER,NADIA,WEST BENGAL,23.469777/88.777989
2009,HOGLA H,HGA,F,HG3,SDAH,ER,"24 PARAGANAS
SOUTH",WEST BENGAL,22.255044/88.452384
2010,JALAKHALI HALT,JKL,F,HG3,SDAH,ER,NADIA,WEST BENGAL,23.347508/88.513628
2011,KAJIPARA,KZPR,F,HG3,SDAH,ER,"24 PARAGANAS
NORTH",WEST BENGAL,22.7226812/88.5083614
2012,KANKRA MIRZANAGAR,KMZA,F,HG3,SDAH,ER,"24 PARAGANAS
NORTH",WEST BENGAL,22.6583709/88.7218297
2013,KARANJALI HALT,KNJI,F,HG3,SDAH,ER,"24 PARAGANAS
SOUTH",WEST BENGAL,22.0353/88.245999
2014,KAREA-KADAMBAGACHI,KBGH,F,HG3,SDAH,ER,"24 PARAGANAS
NORTH",WEST BENGAL,22.7046685/88.5350118
2015,KHIDIRPUR,KIRP,F,HG3,SDAH,ER,KOLKATA,WEST BENGAL,22.5364091/88.3158077
2016,KRISHNAMOHAN HALT,KRXM,F,HG3,SDAH,ER,"24 PARAGANAS
SOUTH",WEST BENGAL,22.330258/88.449759
2017,KULPI F,KLW,F,HG3,SDAH,ER,"24 PARAGANAS
SOUTH",WEST BENGAL,22.076525/88.256019
2018,LABUTALA HALT,LBTL,F,HG3,SDAH,ER,"24 PARAGANAS
NORTH",WEST BENGAL,22.6666962/88.63994
2019,MADHABNAGAR HALT,MDGB,F,HG3,SDAH,ER,"24 PARAGANAS
SOUTH",WEST BENGAL,21.9388861/88.2193741
2020,MADHABPUR H,MDBP,F,HG3,SDAH,ER,"24 PARAGANAS
SOUTH",WEST BENGAL,22.119207/88.347323
2021,MADHYAMPUR,MPN,F,HG3,SDAH,ER,"24 PARAGANAS
NORTH",WEST BENGAL,22.6203343/88.8965446
2022,MATLA,MATL,HALT,HG3,SDAH,ER,"24 PARAGANAS
SOUTH",WEST BENGAL,22.3330918/88.6302602
2023,MATNIA ANANTAPU,MNAP,F,HG3,SDAH,ER,"24 PARAGANAS
NORTH",WEST BENGAL,
2024,MAYURHAT HALT,MYHT,F,HG3,SDAH,ER,NADIA,WEST BENGAL,23.363017/88.661013
2025,NABA RAYNAGAR H,NBRN,F,HG3,SDAH,ER,NADIA,WEST BENGAL,23.1487357/88.6035937
2026,NARENDRAPUR HALT,NRPR,F,HG3,SDAH,ER,"24 PARAGANAS
SOUTH",WEST BENGAL,22.45416/88.41838
2027,NEW BALARAMPUR H,NBPH,F,HG3,SDAH,ER,MURSHIDABAD,WEST BENGAL,24.0491/88.2471
