S No,Station Name,Stn Code,"Old Station
Category","New Station
Category",Division,Zone,District,State,Coordinates
7727,SANSARPUR,SNRR,F,HG2,JBP,WCR,KATNI,MADHYA PRADESH,
7728,SHANKARPUR BHADAURA,SKBR,E,HG2,JBP,WCR,SINGRAULI,MADHYA PRADESH,
7729,BARA,BARA,F,HG3,JBP,WCR,SHAHDOL,MADHYA PRADESH,
7730,DANGIDHAR,DGD,F,HG3,JBP,WCR,SAGAR,MADHYA PRADESH,
7731,GHUNWARA,GNWA,NA,HG3,JBP,WCR,SATNA,MADHYA PRADESH,
7732,HATI,HATI,F,HG3,JBP,WCR,SATNA,MADHYA PRADESH,
7733,JUNHETA,JHT,F,HG3,JBP,WCR,HOSHANGABAD,MADHYA PRADESH,
7734,KANCHANPUR ROAD,KNC,F,HG3,JBP,WCR,SIDHI,MADHYA PRADESH,
7735,LAKHAKERA,LEK,F,HG3,JBP,WCR,KATNI,MADHYA PRADESH,
7736,JABALPUR,JBP,A1,NSG2,JBP,WCR,JABALPUR,MADHYA PRADESH,
7737,KATNI JN,KTE,A,NSG3,JBP,WCR,KATNI,MADHYA PRADESH,
7738,MAIHAR,MYR,A,NSG3,JBP,WCR,SATNA,MADHYA PRADESH,
7739,REWA,REWA,A,NSG3,JBP,WCR,REWA,MADHYA PRADESH,
7740,SATNA,STA,A,NSG3,JBP,WCR,SATNA,MADHYA PRADESH,
7741,SAUGOR,SGO,A,NSG3,JBP,WCR,SAGAR,MADHYA PRADESH,
7742,DAMOH,DMO,A,NSG4,JBP,WCR,DAMOH,MADHYA PRADESH,
7743,KATNI MURWARA,KMZ,B,NSG4,JBP,WCR,KATNI,MADHYA PRADESH,
7744,NARSINGHPUR,NU,B,NSG4,JBP,WCR,NARSINGHPUR,MADHYA PRADESH,
7745,PIPARIYA,PPI,A,NSG4,JBP,WCR,HOSHANGABAD,MADHYA PRADESH,
7746,BANDAKPUR,BNU,D,NSG5,JBP,WCR,DAMOH,MADHYA PRADESH,
7747,BANKHEDI,BKH,D,NSG5,JBP,WCR,HOSHANGABAD,MADHYA PRADESH,
7748,BARGAWAN,BRGW,E,NSG5,JBP,WCR,SINGRAULI,MADHYA PRADESH,
7749,BEOHARI,BEHR,D,NSG5,JBP,WCR,SHAHDOL,MADHYA PRADESH,
7750,BINA MALKHEDI,MAKR,E,NSG5,JBP,WCR,SAGAR,MADHYA PRADESH,
7751,GADARWARA,GAR,B,NSG5,JBP,WCR,NARSINGHPUR,MADHYA PRADESH,
7752,JAITWAR,JTW,D,NSG5,JBP,WCR,SATNA,MADHYA PRADESH,
7753,KARELI,KY,D,NSG5,JBP,WCR,NARSINGHPUR,MADHYA PRADESH,
7754,KATNI SOUTH,KTES,E,NSG5,JBP,WCR,KATNI,MADHYA PRADESH,
7755,KHURAI,KYE,D,NSG5,JBP,WCR,SAGAR,MADHYA PRADESH,
7756,MADAN MAHAL,MML,B,NSG5,JBP,WCR,JABALPUR,MADHYA PRADESH,
7757,MAKRONIA,MKRN,D,NSG5,JBP,WCR,SAGAR,MADHYA PRADESH,
7758,PATHARIA,PHA,D,NSG5,JBP,WCR,DAMOH,MADHYA PRADESH,
7759,SARAIGRAM,SGAM,E,NSG5,JBP,WCR,SINGRAULI,MADHYA PRADESH,
7760,SHRIDHAM,SRID,D,NSG5,JBP,WCR,NARSINGHPUR,MADHYA PRADESH,
7761,SIHORA ROAD,SHR,D,NSG5,JBP,WCR,JABALPUR,MADHYA PRADESH,
7762,SOHAGPUR,SGP,D,NSG5,JBP,WCR,HOSHANGABAD,MADHYA PRADESH,
7763,ADHARTAL,ADTL,E,NSG6,JBP,WCR,JABALPUR,MADHYA PRADESH,
7764,AMDARA,UDR,E,NSG6,JBP,WCR,SATNA,MADHYA PRADESH,
7765,ASLANA,ANA,E,NSG6,JBP,WCR,DAMOH,MADHYA PRADESH,
7766,BAGAHAI ROAD,BGHI,E,NSG6,JBP,WCR,SATNA,MADHYA PRADESH,
7767,BAGHORA,BJQ,E,NSG6,JBP,WCR,SAGAR,MADHYA PRADESH,
7768,BAGRA TAWA,BGTA,E,NSG6,JBP,WCR,HOSHANGABAD,MADHYA PRADESH,
7769,BAKHLETA,BQQ,E,NSG6,JBP,WCR,KATNI,MADHYA PRADESH,
7770,BANSAPAHAR,BNSP,NA,NSG6,JBP,WCR,CHITRAKOOT,UTTAR PRADESH,
7771,BELKHERA,BELD,E,NSG6,JBP,WCR,NARSINGHPUR,MADHYA PRADESH,
7772,BHADANPUR,BUU,E,NSG6,JBP,WCR,SATNA,MADHYA PRADESH,
7773,BHARSENDI,BSDL,E,NSG6,JBP,WCR,SINGRAULI,MADHYA PRADESH,
7774,BHERAGHAT,BRGT,E,NSG6,JBP,WCR,JABALPUR,MADHYA PRADESH,
7775,BHITONI,BHTN,E,NSG6,JBP,WCR,JABALPUR,MADHYA PRADESH,
7776,BIJAYSOTA,VST,E,NSG6,JBP,WCR,SHAHDOL,MADHYA PRADESH,
7777,BIKRAMPUR,BMR,E,NSG6,JBP,WCR,NARSINGHPUR,MADHYA PRADESH,
7778,BOHANI,BNE,E,NSG6,JBP,WCR,NARSINGHPUR,MADHYA PRADESH,
7779,CHATENI,CTJ,E,NSG6,JBP,WCR,SHAHDOL,MADHYA PRADESH,
7780,CHITAHRA,CTHR,E,NSG6,JBP,WCR,SATNA,MADHYA PRADESH,
7781,DEORAGRAM,DRGM,E,NSG6,JBP,WCR,SINGRAULI,MADHYA PRADESH,
7782,DEORI,DOE,E,NSG6,JBP,WCR,JABALPUR,MADHYA PRADESH,
7783,DUBRI KALAN,BARD,E,NSG6,JBP,WCR,SIDHI,MADHYA PRADESH,
7784,DUNDI,DDCE,E,NSG6,JBP,WCR,JABALPUR,MADHYA PRADESH,
7785,GAJARA BAHARA,GAJB,E,NSG6,JBP,WCR,SINGRAULI,MADHYA PRADESH,
7786,GANESHGANJ,GAJ,E,NSG6,JBP,WCR,SAGAR,MADHYA PRADESH,
7787,GHAT PINDRAI,GPC,E,NSG6,JBP,WCR,NARSINGHPUR,MADHYA PRADESH,
7788,GHATERA,GEA,E,NSG6,JBP,WCR,DAMOH,MADHYA PRADESH,
7789,GIRWAR,GW,E,NSG6,JBP,WCR,SAGAR,MADHYA PRADESH,
7790,GOLAPATTI,GTY,E,NSG6,JBP,WCR,DAMOH,MADHYA PRADESH,
7791,GOSALPUR,GSPR,E,NSG6,JBP,WCR,JABALPUR,MADHYA PRADESH,
7792,GURAMKHEDI,GMD,E,NSG6,JBP,WCR,HOSHANGABAD,MADHYA PRADESH,
7793,GURRA,GRO,E,NSG6,JBP,WCR,HOSHANGABAD,MADHYA PRADESH,
7794,HARDUA,HDU,E,NSG6,JBP,WCR,KATNI,MADHYA PRADESH,
7795,HINAUTA RAMBAN,HNM,E,NSG6,JBP,WCR,SATNA,MADHYA PRADESH,
7796,ISARWARA,ISH,E,NSG6,JBP,WCR,SAGAR,MADHYA PRADESH,
7797,JERUWA KHERA,JRK,E,NSG6,JBP,WCR,SAGAR,MADHYA PRADESH,
7798,JOBA,JOBA,E,NSG6,JBP,WCR,SIDHI,MADHYA PRADESH,
7799,JUKEHI,JKE,E,NSG6,JBP,WCR,SATNA,MADHYA PRADESH,
7800,KAIMA,KMA,E,NSG6,JBP,WCR,SATNA,MADHYA PRADESH,
7801,KARAK-BEL,KKB,E,NSG6,JBP,WCR,NARSINGHPUR,MADHYA PRADESH,
7802,KARHIYA-BHADELI,KYX,E,NSG6,JBP,WCR,DAMOH,MADHYA PRADESH,
7803,KATANGI KHURD,KTKD,E,NSG6,JBP,WCR,KATNI,MADHYA PRADESH,
7804,KHANNA BANJARI,KHBJ,E,NSG6,JBP,WCR,KATNI,MADHYA PRADESH,
7805,KHUTAHA,KTHA,E,NSG6,JBP,WCR,SATNA,MADHYA PRADESH,
7806,LAGARGAWAN,LGCE,E,NSG6,JBP,WCR,SATNA,MADHYA PRADESH,
7807,LIDHORA KHURD,LDA,E,NSG6,JBP,WCR,SAGAR,MADHYA PRADESH,
7808,MAHROI,MFQ,E,NSG6,JBP,WCR,UMARIA,MADHYA PRADESH,
7809,MAJHAULI,MZHL,E,NSG6,JBP,WCR,SINGRAULI,MADHYA PRADESH,
7810,MAJHGAWAN,MJG,E,NSG6,JBP,WCR,SATNA,MADHYA PRADESH,
7811,MAJHGAWANPHATAK,MJGP,E,NSG6,JBP,WCR,KATNI,MADHYA PRADESH,
7812,MARKUNDI,MKD,E,NSG6,JBP,WCR,CHITRAKOOT,UTTAR PRADESH,
7813,MARWASGRAM,MWJ,E,NSG6,JBP,WCR,SIDHI,MADHYA PRADESH,
7814,NARIAOLI,NOI,E,NSG6,JBP,WCR,SAGAR,MADHYA PRADESH,
7815,NIWAR,NWR,E,NSG6,JBP,WCR,KATNI,MADHYA PRADESH,
7816,NIWAS ROAD,NWB,E,NSG6,JBP,WCR,SINGRAULI,MADHYA PRADESH,
7817,PAKARIA ROAD,PKRD,E,NSG6,JBP,WCR,SATNA,MADHYA PRADESH,
7818,PATOHAN,PTHD,E,NSG6,JBP,WCR,KATNI,MADHYA PRADESH,
7819,PATWARA,PTWA,E,NSG6,JBP,WCR,KATNI,MADHYA PRADESH,
7820,PIPARIYA KALAN,PWK,E,NSG6,JBP,WCR,KATNI,MADHYA PRADESH,
7821,RITHI,REI,E,NSG6,JBP,WCR,KATNI,MADHYA PRADESH,
7822,SAGMA,SAGM,E,NSG6,JBP,WCR,SATNA,MADHYA PRADESH,
7823,SAGONI,SAO,E,NSG6,JBP,WCR,DAMOH,MADHYA PRADESH,
7824,SAKARIYA,SKAR,E,NSG6,JBP,WCR,SATNA,MADHYA PRADESH,
7825,SALAIA,SYA,E,NSG6,JBP,WCR,DAMOH,MADHYA PRADESH,
7826,SALHANA,SLHA,E,NSG6,JBP,WCR,KATNI,MADHYA PRADESH,
7827,SALICHAUKA ROAD,SCKR,E,NSG6,JBP,WCR,HOSHANGABAD,MADHYA PRADESH,
7828,SLEEMANABAD RAOD,SBD,E,NSG6,JBP,WCR,KATNI,MADHYA PRADESH,
7829,SONTALAI,SQL,E,NSG6,JBP,WCR,HOSHANGABAD,MADHYA PRADESH,
7830,SUMRERI,SMRR,E,NSG6,JBP,WCR,SAGAR,MADHYA PRADESH,
7831,SURASARAIGHAT-JHARA,SSGJ,F,NSG6,JBP,WCR,SINGRAULI,MADHYA PRADESH,
7832,TIKARIA,TKYR,E,NSG6,JBP,WCR,CHITRAKOOT,UTTAR PRADESH,
7833,TURKI ROAD,TZR,E,NSG6,JBP,WCR,SATNA,MADHYA PRADESH,
7834,UNCHHERA,UHR,E,NSG6,JBP,WCR,SATNA,MADHYA PRADESH,
7835,"DHINDHORA-
HUKMIKHEDA",DNHK,F,HG2,KOTA,WCR,KARAULI,RAJASTHAN,
7836,CHANDRESAL,CDSL,F,HG3,KOTA,WCR,KOTA,RAJASTHAN,
7837,CHURAMAN NAGRI,CRG,F,HG3,KOTA,WCR,MATHURA,UTTAR PRADESH,
7838,JAICHOLI,JCU,F,HG3,KOTA,WCR,BHARATPUR,RAJASTHAN,
7839,RANIKUND RARAH,RKR,F,HG3,KOTA,WCR,BHARATPUR,RAJASTHAN,
7840,SALABAD,SABD,F,HG3,KOTA,WCR,BHARATPUR,RAJASTHAN,
7841,SIKRODA MINA,SKDM,F,HG3,KOTA,WCR,KARAULI,RAJASTHAN,
7842,KOTA JN.,KOTA,A1,NSG2,KOTA,WCR,KOTA,RAJASTHAN,
7843,BHARATPUR,BTE,A,NSG3,KOTA,WCR,BHARATPUR,RAJASTHAN,
7844,SAWAI MADHOPUR JN.,SWM,A,NSG3,KOTA,WCR,SAWAI MADHOPUR,RAJASTHAN,
7845,BUNDI,BUDI,B,NSG4,KOTA,WCR,BUNDI,RAJASTHAN,
7846,DAKANIYA TALAV,DKNT,D,NSG4,KOTA,WCR,KOTA,RAJASTHAN,
7847,GANGAPUR CITY,GGC,B,NSG4,KOTA,WCR,SAWAI MADHOPUR,RAJASTHAN,
7848,HINDAUN CITY,HAN,B,NSG4,KOTA,WCR,KARAULI,RAJASTHAN,
7849,RAMGANJ MANDI,RMA,B,NSG4,KOTA,WCR,KOTA,RAJASTHAN,
7850,BARAN,BAZ,D,NSG5,KOTA,WCR,BARAN,RAJASTHAN,
7851,BAYANA JN.,BXN,D,NSG5,KOTA,WCR,BHARATPUR,RAJASTHAN,
7852,BHAWANI MANDI,BWM,B,NSG5,KOTA,WCR,JHALAWAR,RAJASTHAN,
7853,CHAUMAHLA,CMU,D,NSG5,KOTA,WCR,JHALAWAR,RAJASTHAN,
7854,CHHABRA GUGOR,CAG,D,NSG5,KOTA,WCR,BARAN,RAJASTHAN,
7855,INDRAGARH SUMERGANJ,IDG,D,NSG5,KOTA,WCR,BUNDI,RAJASTHAN,
7856,JHALAWAR CITY,JLWC,E,NSG5,KOTA,WCR,JHALAWAR,RAJASTHAN,
7857,LAKHERI,LKE,D,NSG5,KOTA,WCR,BUNDI,RAJASTHAN,
7858,SHAMGARH,SGZ,D,NSG5,KOTA,WCR,MANDSAUR,MADHYA PRADESH,
7859,SHRI MAHAVEERJI,SMBJ,D,NSG5,KOTA,WCR,KARAULI,RAJASTHAN,
7860,SHRI-MAHAVEERJI,SMVJ,D,NSG5,KOTA,WCR,KARAULI,RAJASTHAN,
7861,SUWASRA,SVA,D,NSG5,KOTA,WCR,MANDSAUR,MADHYA PRADESH,
7862,VIKRAMGARH ALOT,VMA,D,NSG5,KOTA,WCR,UJJAIN,MADHYA PRADESH,
7863,ALNIYA,ALNI,E,NSG6,KOTA,WCR,KOTA,RAJASTHAN,
7864,AMLI,AMLI,E,NSG6,KOTA,WCR,TONK,RAJASTHAN,
7865,ANTAH,ATH,E,NSG6,KOTA,WCR,BARAN,RAJASTHAN,
7866,ARNETHA,ARE,E,NSG6,KOTA,WCR,BUNDI,RAJASTHAN,
7867,ATRU,ATRU,E,NSG6,KOTA,WCR,BARAN,RAJASTHAN,
7868,BARUNDANI,BNDI,E,NSG6,KOTA,WCR,BHILWARA,RAJASTHAN,
7869,BASSI BERISAL,BSSL,E,NSG6,KOTA,WCR,CHITTORGARH,RAJASTHAN,
7870,BHONRA,BON,E,NSG6,KOTA,WCR,KOTA,RAJASTHAN,
7871,BHULON,BLO,E,NSG6,KOTA,WCR,BARAN,RAJASTHAN,
7872,BIJORA,BJK,E,NSG6,KOTA,WCR,BARAN,RAJASTHAN,
7873,CHAURAKHERI,CRKR,E,NSG6,KOTA,WCR,GUNA,MADHYA PRADESH,
7874,CHHAJAWA,CJW,E,NSG6,KOTA,WCR,BARAN,RAJASTHAN,
7875,CHHOTI ODAI,COO,E,NSG6,KOTA,WCR,SAWAI MADHOPUR,RAJASTHAN,
7876,DADHDEVI,DDV,E,NSG6,KOTA,WCR,KOTA,RAJASTHAN,
7877,DARA,DARA,E,NSG6,KOTA,WCR,KOTA,RAJASTHAN,
7878,DHARNAODA,DHR,E,NSG6,KOTA,WCR,GUNA,MADHYA PRADESH,
7879,DHAURMUI JAGHINA,DUM,E,NSG6,KOTA,WCR,BHARATPUR,RAJASTHAN,
7880,DHUANKHERI,DKRA,E,NSG6,KOTA,WCR,MANDSAUR,MADHYA PRADESH,
7881,DIGOD,DXD,E,NSG6,KOTA,WCR,KOTA,RAJASTHAN,
7882,DUMARIYA,DY,E,NSG6,KOTA,WCR,BHARATPUR,RAJASTHAN,
7883,FATEH SINGHPURA,FSP,E,NSG6,KOTA,WCR,KARAULI,RAJASTHAN,
7884,GAROT,GOH,E,NSG6,KOTA,WCR,MANDSAUR,MADHYA PRADESH,
7885,GHATA-KA-VARANA,GKB,E,NSG6,KOTA,WCR,BUNDI,RAJASTHAN,
7886,GURLA,GQL,E,NSG6,KOTA,WCR,KOTA,RAJASTHAN,
7887,JAJAN PATTI,JJA,E,NSG6,KOTA,WCR,MATHURA,UTTAR PRADESH,
7888,JALINDRI,JNRI,E,NSG6,KOTA,WCR,BHILWARA,RAJASTHAN,
7889,JHALAWAR ROAD,JHW,E,NSG6,KOTA,WCR,JHALAWAR,RAJASTHAN,
7890,JHALRAPATAN,JAPN,A,NSG6,KOTA,WCR,JHALAWAR,RAJASTHAN,
7891,JULMI,JLF,E,NSG6,KOTA,WCR,KOTA,RAJASTHAN,
7892,JUNAKHERA,JAKA,E,NSG6,KOTA,WCR,JHALAWAR,RAJASTHAN,
7893,KANWALPURA,KIW,E,NSG6,KOTA,WCR,KOTA,RAJASTHAN,
7894,KAPREN,KPZ,E,NSG6,KOTA,WCR,BUNDI,RAJASTHAN,
7895,KELA DEVI,KEV,E,NSG6,KOTA,WCR,BHARATPUR,RAJASTHAN,
7896,KESHOLI,KOLI,E,NSG6,KOTA,WCR,BARAN,RAJASTHAN,
7897,KESHORAI. PATAN,KPTN,E,NSG6,KOTA,WCR,BUNDI,RAJASTHAN,
7898,KHANDIP,KNDP,E,NSG6,KOTA,WCR,SAWAI MADHOPUR,RAJASTHAN,
7899,KURLASI,KRLS,E,NSG6,KOTA,WCR,MANDSAUR,MADHYA PRADESH,
7900,KUSHTALA,KTA,E,NSG6,KOTA,WCR,SAWAI MADHOPUR,RAJASTHAN,
7901,LABAN,LBN,E,NSG6,KOTA,WCR,BUNDI,RAJASTHAN,
7902,LALPUR UMRI,LRU,E,NSG6,KOTA,WCR,SAWAI MADHOPUR,RAJASTHAN,
7903,LUNI RICHHA,LNR,E,NSG6,KOTA,WCR,RATLAM,MADHYA PRADESH,
7904,MAHIDPUR ROAD,MEP,E,NSG6,KOTA,WCR,UJJAIN,MADHYA PRADESH,
7905,MALARNA,MLZ,E,NSG6,KOTA,WCR,SAWAI MADHOPUR,RAJASTHAN,
7906,MANDALGARH,MLGH,E,NSG6,KOTA,WCR,BHILWARA,RAJASTHAN,
7907,MOKHOLI,MXL,E,NSG6,KOTA,WCR,SAWAI MADHOPUR,RAJASTHAN,
7908,MORAK,MKX,E,NSG6,KOTA,WCR,KOTA,RAJASTHAN,
7909,MOTIPURA CHAUKI,MTPC,E,NSG6,KOTA,WCR,BARAN,RAJASTHAN,
7910,MURHESI RAMPUR,MSRP,E,NSG6,KOTA,WCR,MATHURA,UTTAR PRADESH,
7911,NARAYANPUR TATWARA,NNW,E,NSG6,KOTA,WCR,SAWAI MADHOPUR,RAJASTHAN,
7912,NATHUKHERI,NKH,E,NSG6,KOTA,WCR,MANDSAUR,MADHYA PRADESH,
7913,NIMODA,NMD,E,NSG6,KOTA,WCR,KARAULI,RAJASTHAN,
7914,PARSOLI,PSLI,E,NSG6,KOTA,WCR,CHITTORGARH,RAJASTHAN,
7915,PILODA,PDZ,E,NSG6,KOTA,WCR,SAWAI MADHOPUR,RAJASTHAN,
7916,PINGORA,PNGR,E,NSG6,KOTA,WCR,BHARATPUR,RAJASTHAN,
7917,PIPALDA ROAD,POR,E,NSG6,KOTA,WCR,BARAN,RAJASTHAN,
7918,RANTHAMBHOR,RNT,E,NSG6,KOTA,WCR,SAWAI MADHOPUR,RAJASTHAN,
7919,RAVTHA ROAD,RDT,E,NSG6,KOTA,WCR,KOTA,RAJASTHAN,
7920,RAWANJNA DUNGAR,RWJ,E,NSG6,KOTA,WCR,SAWAI MADHOPUR,RAJASTHAN,
7921,ROHAL KHURD,RLK,E,NSG6,KOTA,WCR,UJJAIN,MADHYA PRADESH,
7922,SALPURA,SYL,E,NSG6,KOTA,WCR,BARAN,RAJASTHAN,
7923,SEWAR,SWAR,E,NSG6,KOTA,WCR,BHARATPUR,RAJASTHAN,
7924,SHRI KALYANPURA,SKPA,E,NSG6,KOTA,WCR,KOTA,RAJASTHAN,
7925,SHYAMPURA,SMPA,E,NSG6,KOTA,WCR,BHILWARA,RAJASTHAN,
7926,SOGARIA,SGAC,A,NSG6,KOTA,WCR,KOTA,RAJASTHAN,
7927,SRINAGAR,SNAR,E,NSG6,KOTA,WCR,BUNDI,RAJASTHAN,
7928,SUNDLAK,SDLK,E,NSG6,KOTA,WCR,BARAN,RAJASTHAN,
7929,TALAVLI,TLZ,E,NSG6,KOTA,WCR,JHALAWAR,RAJASTHAN,
7930,THALERA,THEA,E,NSG6,KOTA,WCR,BUNDI,RAJASTHAN,
7931,THURIA,THUR,E,NSG6,KOTA,WCR,UJJAIN,MADHYA PRADESH,
7932,UPARMAL,URML,E,NSG6,KOTA,WCR,BHILWARA,RAJASTHAN,
7933,BHATARIYA,BTYA,E,HG3,ADI,WR,MAHESANA,GUJARAT,
7934,BHATSAR,BATS,E,HG3,ADI,WR,PATAN,GUJARAT,
7935,DETHLI,DHLI,E,HG3,ADI,WR,MAHESANA,GUJARAT,
7936,DHANPURA,DNPR,E,HG3,ADI,WR,MAHESANA,GUJARAT,
7937,GHUMASAN,GUS,A,HG3,ADI,WR,MAHESANA,GUJARAT,
7938,GUNJA,GUJ,E,HG3,ADI,WR,MAHESANA,GUJARAT,
7939,HAPA ROAD,HPRD,E,HG3,ADI,WR,SABAR KANTHA,GUJARAT,
7940,JADAR,JADR,E,HG3,ADI,WR,SABAR KANTHA,GUJARAT,
7941,JALIYA MATH,JLM,E,HG3,ADI,WR,GANDHINAGAR,GUJARAT,
7942,KHARI AMARPURA,KIA,E,HG3,ADI,WR,SABAR KANTHA,GUJARAT,
7943,KHERALU,KRU,E,HG3,ADI,WR,MAHESANA,GUJARAT,
7944,KHEROL,KOY,E,HG3,ADI,WR,SABAR KANTHA,GUJARAT,
7945,MAHADEVPURA,MHDP,E,HG3,ADI,WR,SABAR KANTHA,GUJARAT,
7946,MEDRA,MDRA,E,HG3,ADI,WR,GANDHINAGAR,GUJARAT,
7947,PANCHOT,PHC,E,HG3,ADI,WR,MAHESANA,GUJARAT,
7948,PUDGAM GANESHPURA,PDGP,E,HG3,ADI,WR,MAHESANA,GUJARAT,
7949,RANDALA,RLD,E,HG3,ADI,WR,MAHESANA,GUJARAT,
7950,SAHIJPUR,SAHP,F,HG3,ADI,WR,AHMADABAD,GUJARAT,
7951,SANKHARI,SNHR,E,HG3,ADI,WR,PATAN,GUJARAT,
7952,SELAVI,SHLV,E,HG3,ADI,WR,PATAN,GUJARAT,
7953,VADALI,VAE,E,HG3,ADI,WR,SABAR KANTHA,GUJARAT,
7954,VARETHA,VTDI,E,HG3,ADI,WR,MAHESANA,GUJARAT,
7955,VENPURA,VNP,E,HG3,ADI,WR,MAHESANA,GUJARAT,
7956,VIROCHANNAGAR,VCN,E,HG3,ADI,WR,AHMADABAD,GUJARAT,
7957,AHMEDABAD JN.,ADI,A1,NSG1,ADI,WR,AHMADABAD,GUJARAT,
7958,BHUJ,BHUJ,A,NSG3,ADI,WR,KACHCHH,GUJARAT,
7959,GANDHIDHAM JN.,GIMB,B,NSG3,ADI,WR,KACHCHH,GUJARAT,
7960,PALANPUR JN.,PNU,A,NSG3,ADI,WR,BANAS KANTHA,GUJARAT,
7961,MAHESANA JN.,MSH,A,NSG4,ADI,WR,MAHESANA,GUJARAT,
7962,MANINAGAR,MAN,D,NSG4,ADI,WR,AHMADABAD,GUJARAT,
7963,PATAN,PTN,D,NSG4,ADI,WR,PATAN,GUJARAT,
7964,SAMAKHIALI JN.,SIOB,B,NSG4,ADI,WR,KACHCHH,GUJARAT,
7965,SIDDHAPUR,SID,D,NSG4,ADI,WR,PATAN,GUJARAT,
7966,UNJHA,UJA,D,NSG4,ADI,WR,MAHESANA,GUJARAT,
7967,VIRAMGAM JN.,VG,A,NSG4,ADI,WR,AHMADABAD,GUJARAT,
7968,ADIPUR,AI,D,NSG5,ADI,WR,KACHCHH,GUJARAT,
7969,ANJAR,AJE,D,NSG5,ADI,WR,KACHCHH,GUJARAT,
7970,BHACHAU,BCOB,B,NSG5,ADI,WR,KACHCHH,GUJARAT,
7971,CHANDLODIYA,CLDY,E,NSG5,ADI,WR,AHMADABAD,GUJARAT,
7972,DHRANGANDHRA,DHG,D,NSG5,ADI,WR,SURENDRANAGAR,GUJARAT,
7973,GANDHINAGAR CAPITAL,GNC,D,NSG5,ADI,WR,GANDHINAGAR,GUJARAT,
7974,KALOL,KLL,D,NSG5,ADI,WR,GANDHINAGAR,GUJARAT,
7975,SABARMATI BG,SBT,D,NSG5,ADI,WR,AHMADABAD,GUJARAT,
7976,SABARMATI MG,SBI,D,NSG5,ADI,WR,AHMADABAD,GUJARAT,
7977,ADESAR,AAR,F,NSG6,ADI,WR,KACHCHH,GUJARAT,
7978,ADRAJ MOTI,AJM,E,NSG6,ADI,WR,GANDHINAGAR,GUJARAT,
7979,AMBLI ROAD,ABD,E,NSG6,ADI,WR,AHMADABAD,GUJARAT,
7980,AMBLIYASAN,UMN,E,NSG6,ADI,WR,MAHESANA,GUJARAT,
7981,ASARVA JN.,ASV,E,NSG6,ADI,WR,AHMADABAD,GUJARAT,
7982,BHABHAR,BAH,F,NSG6,ADI,WR,BANAS KANTHA,GUJARAT,
7983,BHANDU-MOTIDAU,BHU,E,NSG6,ADI,WR,MAHESANA,GUJARAT,
7984,BHANKODA,BKD,E,NSG6,ADI,WR,AHMADABAD,GUJARAT,
7985,BHILDI JN.,BLDI,E,NSG6,ADI,WR,BANAS KANTHA,GUJARAT,
7986,BHIMASAR,BMSR,E,NSG6,ADI,WR,KACHCHH,GUJARAT,
7987,Bhoyani,BHAN,E,NSG6,ADI,WR,MAHESANA,GUJARAT,
7988,BHUTAKIYA BHIMASAR,BUBR,E,NSG6,ADI,WR,KACHCHH,GUJARAT,
7989,CHANDISAR,CDS,F,NSG6,ADI,WR,BANAS KANTHA,GUJARAT,
7990,CHANDKHEDA ROAD,CDK,E,NSG6,ADI,WR,AHMADABAD,GUJARAT,
7991,CHHANSARA,CASA,E,NSG6,ADI,WR,PATAN,GUJARAT,
7992,CHHAPI,CHP,E,NSG6,ADI,WR,BANAS KANTHA,GUJARAT,
7993,CHHARODI,CE,A,NSG6,ADI,WR,AHMADABAD,GUJARAT,
7994,CHIRAI,CHIB,E,NSG6,ADI,WR,KACHCHH,GUJARAT,
7995,CHITROD,COE,E,NSG6,ADI,WR,KACHCHH,GUJARAT,
7996,DABHODA,DBO,E,NSG6,ADI,WR,GANDHINAGAR,GUJARAT,
7997,DANGARWA,DNW,E,NSG6,ADI,WR,MAHESANA,GUJARAT,
7998,DEVGAM,DVGM,E,NSG6,ADI,WR,BANAS KANTHA,GUJARAT,
7999,DHANAKWADA,DKW,E,NSG6,ADI,WR,BANAS KANTHA,GUJARAT,
8000,DHAREWADA,DRW,E,NSG6,ADI,WR,BANAS KANTHA,GUJARAT,
8001,DHINOJ,DHJ,E,NSG6,ADI,WR,PATAN,GUJARAT,
8002,DISA,DISA,E,NSG6,ADI,WR,BANAS KANTHA,GUJARAT,
8003,DIYODAR,DEOR,F,NSG6,ADI,WR,BANAS KANTHA,GUJARAT,
8004,GARMADI,GM,E,NSG6,ADI,WR,PATAN,GUJARAT,
8005,HALVAD,HVD,E,NSG6,ADI,WR,MORBI,GUJARAT,
8006,HIMMATNAGAR,HMT,E,NSG6,ADI,WR,SABAR KANTHA,GUJARAT,
8007,IDAR,IDAR,E,NSG6,ADI,WR,SABAR KANTHA,GUJARAT,
8008,JAGUDAN,JDN,E,NSG6,ADI,WR,MAHESANA,GUJARAT,
8009,JAKHVADA,JKA,E,NSG6,ADI,WR,AHMADABAD,GUJARAT,
8010,JAKSI,JKS,E,NSG6,ADI,WR,AHMADABAD,GUJARAT,
8011,JASALI,JSI,F,NSG6,ADI,WR,BANAS KANTHA,GUJARAT,
8012,JHULASAN,JUL,E,NSG6,ADI,WR,MAHESANA,GUJARAT,
8013,JOTANA,JTN,E,NSG6,ADI,WR,MAHESANA,GUJARAT,
8014,Kadi,KADI,E,NSG6,ADI,WR,MAHESANA,GUJARAT,
8015,KAMLI,KMLI,E,NSG6,ADI,WR,MAHESANA,GUJARAT,
