S No,Station Name,Stn Code,Old Station Category,New Station Category,Division,Zone,District,State,Station (bn),date of official opening,operator,connecting line,coordinate location
1,JAMURIA,JMA,,,ASN,ER,PASCHIM BARDHAMAN,WEST BENGAL,জামুড়িয়া,,Asansol railway division,Andal–Barabani–Sitarampur branch line,23.7138435/87.071532
2,KACHUJOR,KOX,,,ASN,ER,BIRBHUM,WEST BENGAL,কচুজোড়,1913,Asansol railway division,Andal–Sainthia branch line,23.8426777354/87.4650456
3,SIDULI,SXD,,,ASN,ER,PASCHIM BARDHAMAN,WEST BENGAL,সিদুলী,1913,Asansol railway division,Andal–Sainthia branch line,23.6493523213/87.2123263229
4,CHINCHURIYA,CCR,,,ASN,ER,PASCHIM BARDHAMAN,WEST BENGAL,চিচুরিয়া হল্ট,,Asansol railway division,Andal–Barabani–Sitarampur branch line,23.740218/86.9719497
5,ISHAN CHANDI HALT,INCI,,,ASN,ER,PURBA BARDHAMAN,WEST BENGAL,ঈশানচণ্ডী হল্ট,,Asansol railway division,Bardhaman–Asansol section,23.3336497763/87.7396679724
6,LKRA JN.,IKRA,,,ASN,ER,PASCHIM BARDHAMAN,WEST BENGAL,ইকরা,,Asansol railway division,Andal–Barabani–Sitarampur branch line,23.6962789/87.114222
7,MAHISHADAHARI,MWZ,,,ASN,ER,BIRBHUM,WEST BENGAL,মহিষাডহরী,1913,Asansol railway division,Andal–Sainthia branch line,23.916311/87.649654
8,BAKHTARNAGAR,BQT,,,ASN,ER,PASCHIM BARDHAMAN,WEST BENGAL,বক্তারনগর হল্ট,,Asansol railway division,Bardhaman–Asansol section,23.589472222222/87.156416666667
9,CHURULIA,CRA,,,ASN,ER,PASCHIM BARDHAMAN,WEST BENGAL,,,,,
10,GOURANDI,GNI,,,ASN,ER,PASCHIM BARDHAMAN,WEST BENGAL,,,,,
11,PINJRAPOL BH,POL,,,ASN,ER,PASCHIM BARDHAMAN,WEST BENGAL,পিঁজরাপোল হল্ট,,Asansol railway division,Bardhaman–Asansol section,23.549642/87.232307
12,HINDUSTAN CABLE FY.,HCF,,,ASN,ER,PASCHIM BARDHAMAN,WEST BENGAL,,,,,
13,ASANSOL JN.,ASN,,,ASN,ER,PASCHIM BARDHAMAN,WEST BENGAL,আসানসোল জংশন,1863,Asansol railway division,Bardhaman–Asansol section-Asansol–Tatanagar–Kharagpur line-Asansol–Patna section,23.69131/86.974792
14,DURGAPUR,DGR,,,ASN,ER,PASCHIM BARDHAMAN,WEST BENGAL,দুর্গাপুর,1855,Asansol railway division,Bardhaman–Asansol section,23.4953/87.3174
15,ANDAL JN.,UDL,,,ASN,ER,PASCHIM BARDHAMAN,WEST BENGAL,অণ্ডাল জংশন,1855,Asansol railway division,Bardhaman–Asansol section-Andal–Sainthia branch line-Andal–Barabani–Sitarampur branch line,23.579012/87.181194
16,RANIGANJ,RNG,,,ASN,ER,PASCHIM BARDHAMAN,WEST BENGAL,রানীগঞ্জ,1855,Asansol railway division,Bardhaman–Asansol section,23.6037/87.1174
17,BARAKAR,BRR,,,ASN,ER,PASCHIM BARDHAMAN,WEST BENGAL,বরাকর,,Asansol railway division,Asansol–Gaya section,23.7416829/86.818859
18,KULTI,ULT,,,ASN,ER,PASCHIM BARDHAMAN,WEST BENGAL,কুলটি,,Asansol railway division,Asansol–Gaya section,23.737816/86.84887
19,MANKAR,MNAE,,,ASN,ER,PURBA BARDHAMAN,WEST BENGAL,মানকর,,Asansol railway division,Bardhaman–Asansol section,23.420373/87.555822
20,PANAGARH,PAN,,,ASN,ER,PASCHIM BARDHAMAN,WEST BENGAL,পানাগড়,,Asansol railway division,Bardhaman–Asansol section,23.443034/87.439587
21,PANDABESWAR,PAW,,,ASN,ER,PASCHIM BARDHAMAN,WEST BENGAL,পাণ্ডবেশ্বর,1913,Asansol railway division,Andal–Sainthia branch line,23.711965/87.277416
22,SITARAMPUR,STN,,,ASN,ER,PASCHIM BARDHAMAN,WEST BENGAL,সীতারামপুর জংশন,,Asansol railway division,Asansol–Patna section-Asansol–Gaya section-Andal–Barabani–Sitarampur branch line,23.723864/86.896472
23,SIURI,SURI,,,ASN,ER,BIRBHUM,WEST BENGAL,সিউড়ী,1913,Asansol railway division,Andal–Sainthia branch line,23.890185/87.5327
24,UKHRA,UKA,,,ASN,ER,PASCHIM BARDHAMAN,WEST BENGAL,উখরা,1913,Asansol railway division,Andal–Sainthia branch line,23.653692/87.232537
25,BARABANI,BBI,,,ASN,ER,PASCHIM BARDHAMAN,WEST BENGAL,বারাবাণী,,Asansol railway division,Andal–Barabani–Sitarampur branch line,23.7424743/87.0180702
26,BARACHAK,BCQ,,,ASN,ER,PASCHIM BARDHAMAN,WEST BENGAL,বরাচক,1871,Asansol railway division,Asansol–Patna section,23.706944/86.928611
27,BHIMGARA JN.,BMGA,,,ASN,ER,BIRBHUM,WEST BENGAL,ভীমগড়া জংশন,1913,Asansol railway division,Andal–Sainthia branch line-Bhimgara–Palasthali branch line,23.73804814/87.28427905
28,CHINPAI,CPLE,,,ASN,ER,BIRBHUM,WEST BENGAL,চিনপাই,1913,Asansol railway division,Andal–Sainthia branch line,23.8251766/87.4326918
29,DUBRAJPUR,DUJ,,,ASN,ER,BIRBHUM,WEST BENGAL,দুবরাজপুর,1913,Asansol railway division,Andal–Sainthia branch line,23.803358/87.378973
30,GALSI,GLI,,,ASN,ER,PURBA BARDHAMAN,WEST BENGAL,গলসী,,Asansol railway division,Bardhaman–Asansol section,23.358032/87.681236
31,KAJORAGRAM,KJME,,,ASN,ER,PASCHIM BARDHAMAN,WEST BENGAL,কাজোড়াগ্রাম,1913,Asansol railway division,Andal–Sainthia branch line,23.615327/87.184665
32,KALIPAHARI,KPK,,,ASN,ER,PASCHIM BARDHAMAN,WEST BENGAL,কালীপাহাড়ী,,Asansol railway division,Bardhaman–Asansol section,23.6648496/87.0162555
33,KUNURI,KNRI,,,ASN,ER,BIRBHUM,WEST BENGAL,কুনুরী,1913,Asansol railway division,Andal–Sainthia branch line,23.9163057543/87.6115177704
34,PANCHRA,PCR,,,ASN,ER,BIRBHUM,WEST BENGAL,পাঁচরা,1913,Asansol railway division,Andal–Sainthia branch line,23.77199/87.330151
35,PARAJ,PAJ,,,ASN,ER,PURBA BARDHAMAN,WEST BENGAL,পারাজ,,Asansol railway division,Bardhaman–Asansol section,23.387863/87.627505
36,RAJBANDH,RBH,,,ASN,ER,PASCHIM BARDHAMAN,WEST BENGAL,রাজবাঁধ,,Asansol railway division,Bardhaman–Asansol section,23.476136/87.372314
37,RUPNARAYANPUR,RNPR,,,ASN,ER,PASCHIM BARDHAMAN,WEST BENGAL,রূপনারায়ণপুর,,Asansol railway division,Asansol–Patna section,23.818703/86.885481
38,SALANPUR,SLS,,,ASN,ER,PASCHIM BARDHAMAN,WEST BENGAL,সালানপুর,,Asansol railway division,Asansol–Patna section,23.760355/86.876395
39,SONACHARA,SSCR,,,ASN,ER,PASCHIM BARDHAMAN,WEST BENGAL,সোনাচারা,,Asansol railway division,Andal–Barabani–Sitarampur branch line,23.633886/87.147887
40,TAPASI,TOP,,,ASN,ER,PASCHIM BARDHAMAN,WEST BENGAL,তপসী,,Asansol railway division,Andal–Barabani–Sitarampur branch line,23.6655241/87.1284505
41,WARIA,OYR,,,ASN,ER,PASCHIM BARDHAMAN,WEST BENGAL,ওয়ারিয়া,,Asansol railway division,Bardhaman–Asansol section,23.537562/87.246177
42,BISNUPRIYA HALT,VSPR,,,HWH,ER,NADIA,WEST BENGAL,বিষ্ণুপ্রিয়া হল্ট,,Howrah railway division,Bandel–Katwa line,23.414126970945/88.355484008789
43,DHANIAKHALI HALT,DNHL,,,HWH,ER,HOOGHLY,WEST BENGAL,ধনিয়াখালি হল্ট,2003,Howrah railway division,Howrah–Bardhaman chord,22.95019/88.143651
44,MALIYA HALT,MLYA,,,HWH,ER,HOOGHLY,WEST BENGAL,মালিয়া,,Howrah railway division,Sheoraphuli–Bishnupur branch line,22.831668/88.136281
45,MERTALA PHALEYA HALT,MTFA,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,মেড়তলা ফলেয়া,,Howrah railway division,Bandel–Katwa line,23.479666/88.319686
46,RAJCHANDRAPUR,RCD,,,HWH,ER,HOWRAH,WEST BENGAL,রাজচন্দ্রপুর,,Howrah railway division,Chord link line,22.6528512/88.3210471
47,AMARUN,ARNB,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,আমারুন,1915,Howrah railway division,Bardhaman–Katwa line,23.3695125/87.9094514
48,MIAGRAM HALT,MIAN,,,HWH,ER,MURSHIDABAD,WEST BENGAL,মিয়াগ্রাম,,Howrah railway division,Barharwa–Azimganj–Katwa loop,23.853212/88.17146
49,NIMO HALT,NMF,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,নিমো,,Howrah railway division,Howrah–Bardhaman main line,23.180298/88.069346
50,SHIBLUN H,SHBL,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,শিবলু্ন,,Howrah railway division,Barharwa–Azimganj–Katwa loop,23.692561/88.082999
51,TAKIPUR HALT,TKPH,,,HWH,ER,HOOGHLY,WEST BENGAL,,,,,
52,TALPUR HALT,TLPH,,,HWH,ER,HOOGHLY,WEST BENGAL,তালপুর হল্ট,,Howrah railway division,Sheoraphuli–Bishnupur branch line,22.8748988/87.9744413
53,ADALPAHARI,ALPD,,,HWH,ER,BIRBHUM,WEST BENGAL,আদলপাহাড়ী,2014,Howrah railway division,Jasidih–Dumka–Rampurhat railway line,24.208218/87.709578
54,AMBALGRAM,ABGM,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,অম্বলগ্রাম,1917,Howrah railway division,Ahmadpur–Katwa line,23.6929214/88.0790475
55,BHATAR H,BTRH,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,ভাতাড়,1915,Howrah railway division,Bardhaman–Katwa line,23.406376/87.9248312
56,BIRSHAMUNDA HALT,BSMH,,,HWH,ER,BANKURA,WEST BENGAL,বিরসামুণ্ডা হল্ট,,Howrah railway division,Sheoraphuli–Bishnupur branch line,23.0459911/87.3638037
57,CHAMARDIGHI,CMDG,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,চামরদিঘী,1915,Howrah railway division,Bardhaman–Katwa line,23.3336214/87.8897774
58,CHANCHAI H,CHC,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,চাঁচাই,1917,Howrah railway division,Howrah–Bardhaman chord,23.157905/88.025521
59,DAHAPARA DHAM,DHPD,,,HWH,ER,MURSHIDABAD,WEST BENGAL,ডাহাপাড়া ধাম,,Howrah railway division,Barharwa–Azimganj–Katwa loop,24.195866/88.246087
60,DASKALGRAM,DLM,,,HWH,ER,BIRBHUM,WEST BENGAL,দাসকলগ্রাম,1917,Howrah railway division,Ahmadpur–Katwa line,23.7510212/87.9272834
61,GOGHAT,GOGT,,,HWH,ER,HOOGHLY,WEST BENGAL,গোঘাট,,Howrah railway division,Sheoraphuli–Bishnupur branch line,22.8984689/87.7079076
62,GOPALPURGRAM,GPLG,,,HWH,ER,BIRBHUM,WEST BENGAL,গোপালপুর গ্রাম,1917,Howrah railway division,Ahmadpur–Katwa line,23.8202415/87.7800657
63,ISLAMPARA HALT,IPRA,,,HWH,ER,HOOGHLY,WEST BENGAL,,,,,
64,JIBANTI HALT,JVT,,,HWH,ER,MURSHIDABAD,WEST BENGAL,জিবন্তী,,Howrah railway division,Barharwa–Azimganj–Katwa loop,24.080517/88.192446
65,KAICHAR,KCY,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,কৈচর,1915,Howrah railway division,Bardhaman–Katwa line,23.5375649/88.011826
66,KAMNARA,KMRA,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,কামরানা,1915,Howrah railway division,Bardhaman–Katwa line,23.2991248/87.8802797
67,KANTHALIA ROAD HALT,KTLR,,,HWH,ER,MURSHIDABAD,WEST BENGAL,কাঁঠালিয়া রোড,,Howrah railway division,Barharwa–Azimganj–Katwa loop,23.991771/88.179001
68,KARJANAGRAM,KJRM,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,করজনাগ্রাম,1915,Howrah railway division,Bardhaman–Katwa line,23.3529188/87.8939429
69,KAZIPARA HALT,KZPE,,,HWH,ER,MURSHIDABAD,WEST BENGAL,,,,,
70,KHETIA,KSHT,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,খেতিয়া,1915,Howrah railway division,Bardhaman–Katwa line,23.3128679/87.8847188
71,KOMARPUR,KMPR,,,HWH,ER,BIRBHUM,WEST BENGAL,কোমরপুর,1917,Howrah railway division,Ahmadpur–Katwa line,23.7344013/87.9969585
72,KURMADANGA H,KMDC,,,HWH,ER,BIRBHUM,WEST BENGAL,কুরমোডাঙ্গা,1917,Howrah railway division,Ahmadpur–Katwa line,23.7453198/87.9473001
73,NABAGRAM KANKURHATI,NBKH,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,নবগ্রাম কাঁকুড়হাটী,1917,Howrah railway division,Ahmadpur–Katwa line-Barharwa–Azimganj–Katwa loop,23.661572/88.10026
74,NANDAIGRAM,NDIM,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,নান্দাইগ্রাম হল্ট,,Howrah railway division,Bandel–Katwa line,23.3115480071/88.3170618604
75,NIROL F,NXL,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,নিরল,1917,Howrah railway division,Ahmadpur–Katwa line,23.7314438/88.0159023
76,NIYALISH PARA,NLSF,,,HWH,ER,MURSHIDABAD,WEST BENGAL,নিয়ালিশ পাড়া,,Howrah railway division,Barharwa–Azimganj–Katwa loop,24.1253994/88.2363439
77,SAHEBTALA HALT,SHBA,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,সাহেবতলা,,Howrah railway division,Bandel–Katwa line,23.591585/88.200996
78,SAOTA,SOF,,,HWH,ER,BIRBHUM,WEST BENGAL,সাওতা,1915,Howrah railway division,Bardhaman–Katwa line,23.4883896/87.9774454
79,SHRIKHANDA,SIZ,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,শ্রীখণ্ড,1915,Howrah railway division,Bardhaman–Katwa line,23.5995035/88.0653334
80,BHADRESHWAR GHAT,BHAE,,,HWH,ER,HOOGHLY,WEST BENGAL,,,,,
81,BHATTANAGAR,BTNG,,,HWH,ER,HOWRAH,WEST BENGAL,ভট্টনগর,,Howrah railway division,,22.6336144/88.3054876
82,RAMKISTOPORE,RKAE,,,HWH,ER,HOWRAH,WEST BENGAL,,,,,
83,HOWRAH,HWH,,,HWH,ER,HOWRAH,WEST BENGAL,হাওড়া জংশন,1854,Howrah railway division,Howrah–Kharagpur line-Howrah–Bardhaman main line,22.5828709/88.3428112
84,BARDDHAMAN,BWN,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,বর্ধমান জংশন,1855,Howrah railway division,Bardhaman–Asansol section-Howrah–Bardhaman main line-Bardhaman–Katwa line,23.249718/87.870281
85,BANDEL JN.,BDC,,,HWH,ER,HOOGHLY,WEST BENGAL,ব্যাণ্ডেল জংশন,,Howrah railway division,Howrah–Bardhaman main line-Naihati–Bandel branch line-Bandel–Katwa line,22.9236198/88.3783305
86,RAMPUR HAT,RPH,,,HWH,ER,BIRBHUM,WEST BENGAL,রামপুরহাট জংশন,,Howrah railway division,Sahibganj Loop-Jasidih–Dumka–Rampurhat railway line,24.179797/87.782147
87,BOLPUR SHANTINIKETAN,BHP,,,HWH,ER,BIRBHUM,WEST BENGAL,বোলপুর শান্তিনিকেতন,1860,Howrah railway division,Sahibganj Loop,23.657804/87.698136
88,AHAMADPUR JN.,AMP,,,HWH,ER,BIRBHUM,WEST BENGAL,আহমদপুর জংশন,,Howrah railway division,Sahibganj Loop-Ahmadpur–Katwa line,23.8325090573/87.6928410938
89,AZIMGANJ,AZ,,,HWH,ER,MURSHIDABAD,WEST BENGAL,আজিমগঞ্জ জংশন,1863,Howrah railway division,Barharwa–Azimganj–Katwa loop,24.2307743/88.2594677
90,BAZARSAU,BZLE,,,HWH,ER,MURSHIDABAD,WEST BENGAL,বাজারসাউ,,Howrah railway division,Barharwa–Azimganj–Katwa loop,23.8757926/88.1828793
91,GUSKARA,GKH,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,গুসকরা,,Howrah railway division,Sahibganj Loop,23.489998/87.733397
92,KHAGRAGHAT ROAD,KGLE,,,HWH,ER,MURSHIDABAD,WEST BENGAL,খাগড়াঘাট রোড,,Howrah railway division,Barharwa–Azimganj–Katwa loop,24.106842/88.226481
93,MALLARPUR,MLV,,,HWH,ER,BIRBHUM,WEST BENGAL,মল্লারপুর,,Howrah railway division,Sahibganj Loop,24.080029/87.726275
94,MORGRAM,MGAE,,,HWH,ER,MURSHIDABAD,WEST BENGAL,মোরগ্রাম,,Howrah railway division,Nalhati–Azimganj Branch Line,24.304919/88.018413
95,MURARAI,MRR,,,HWH,ER,BIRBHUM,WEST BENGAL,মুরারই,1866,Howrah railway division,Sahibganj Loop,24.440886/87.858653
96,NALHATI JN.,NHT,,,HWH,ER,BIRBHUM,WEST BENGAL,নলহাটী জংশন,1863,Howrah railway division,Nalhati–Azimganj Branch Line-Sahibganj Loop,24.295706/87.83867
97,RAJGRAM,RJG,,,HWH,ER,BIRBHUM,WEST BENGAL,রাজগ্রাম,,Howrah railway division,Sahibganj Loop,24.545/87.86777778
98,SAGARDIGHI,SDI,,,HWH,ER,MURSHIDABAD,WEST BENGAL,সাগরদীঘি,,Howrah railway division,Nalhati–Azimganj Branch Line,24.2907409/88.0692814
99,SAINTHIA JN,SNT,,,HWH,ER,BIRBHUM,WEST BENGAL,সাঁইথিয়া জংশন,,Howrah railway division,Andal–Sainthia branch line-Sahibganj Loop,23.949741/87.681205
100,SALAR,SALE,,,HWH,ER,MURSHIDABAD,WEST BENGAL,সালার,,Howrah railway division,Barharwa–Azimganj–Katwa loop,23.774579/88.111097
101,AZIMGANJ CITY,ACLE,,,HWH,ER,MURSHIDABAD,WEST BENGAL,আজিমগঞ্জ সিটি,,Howrah railway division,Barharwa–Azimganj–Katwa loop-Nalhati–Azimganj Branch Line,24.2394685/88.2516074
102,BANPAS,BPS,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,বনপাস,,Howrah railway division,Sahibganj Loop,23.40073073/87.74725107
103,BANSHLAI BRIDGE,BSBR,,,HWH,ER,BIRBHUM,WEST BENGAL,বাঁশলৈ ব্রিজ,,Howrah railway division,Sahibganj Loop,24.502611/87.862439
104,BARALA,BAA,,,HWH,ER,MURSHIDABAD,WEST BENGAL,বারালা,,Howrah railway division,Nalhati–Azimganj Branch Line,24.2669157/88.160003
105,BATASPUR,BSLE,,,HWH,ER,BIRBHUM,WEST BENGAL,বাতাসপুর,,Howrah railway division,Sahibganj Loop,23.8802785594/87.6806814746
106,BHEDIA,BDH,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,ভেদিয়া,,Howrah railway division,Sahibganj Loop,23.586642/87.711813
107,CHATRA,CTR,,,HWH,ER,BIRBHUM,WEST BENGAL,চাতরা,,Howrah railway division,Sahibganj Loop,24.372778/87.848889
108,CHOWHATTA,CWT,,,HWH,ER,BIRBHUM,WEST BENGAL,চৌহাট্টা,1917,Howrah railway division,Ahmadpur–Katwa line,23.825117/87.7507076
109,CHOWRIGACHA,CWLE,,,HWH,ER,MURSHIDABAD,WEST BENGAL,চৌরিগাছা,,Howrah railway division,Barharwa–Azimganj–Katwa loop,23.942472/88.186451
110,GADADHARPUR,GHLE,,,HWH,ER,BIRBHUM,WEST BENGAL,গদাধরপুর,,Howrah railway division,Sahibganj Loop,24.013197/87.691891
111,GANGATIKURI,GGLE,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,গঙ্গাটিকুরি,,Howrah railway division,Barharwa–Azimganj–Katwa loop,23.71822/88.087286
112,GOSAINGRAM,GSGB,,,HWH,ER,MURSHIDABAD,WEST BENGAL,গোঁসাইগ্রাম,,Howrah railway division,Nalhati–Azimganj Branch Line,24.248003/88.211777
113,JHAMATPUR BAHARAN,JHBN,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,ঝামটপুর বহরান,,Howrah railway division,Barharwa–Azimganj–Katwa loop,23.749987/88.098669
114,JHAPATER DHAL,JTL,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,ঝাপটের ঢাল,,Howrah railway division,Sahibganj Loop,23.367646/87.750181
115,JNANDAS KANDRA,GNND,,,HWH,ER,BIRBHUM,WEST BENGAL,জ্ঞানদাস কাঁন্দরা,1917,Howrah railway division,Ahmadpur–Katwa line,23.7392708/87.9690823
116,KARNA SUBARNA,KNSN,,,HWH,ER,MURSHIDABAD,WEST BENGAL,কর্ণসুবর্ণ,,Howrah railway division,Barharwa–Azimganj–Katwa loop,24.035537/88.176458
117,KHANA JN.,KAN,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,খানা,1854,Howrah railway division,Bardhaman–Asansol section-Sahibganj Loop,23.32091/87.769989
118,KIRNAHAR,KNHR,,,HWH,ER,BIRBHUM,WEST BENGAL,কীর্ণাহার,,Howrah railway division,Ahmadpur–Katwa line,23.7641617/87.8793275
119,KOPAI,KPLE,,,HWH,ER,BIRBHUM,WEST BENGAL,কোপাই,,Howrah railway division,Sahibganj Loop,23.759063/87.689548
120,LABPUR,LBP,,,HWH,ER,BIRBHUM,WEST BENGAL,লাভপুর,1917,Howrah railway division,Ahmadpur–Katwa line,23.8126446/87.8060067
121,LALBAGH COURT ROAD,LCAE,,,HWH,ER,MURSHIDABAD,WEST BENGAL,লালবাগ কোর্ট রোড,,Howrah railway division,Barharwa–Azimganj–Katwa loop,24.173693/88.246307
122,LOHAPUR,LAP,,,HWH,ER,BIRBHUM,WEST BENGAL,লোহাপুর,,Howrah railway division,Nalhati–Azimganj Branch Line,24.302357/87.963719
123,MALIHATI TALIBPUR RO,MHTR,,,HWH,ER,MURSHIDABAD,WEST BENGAL,মালিহাটি তালিবপুর রোড,,Howrah railway division,Barharwa–Azimganj–Katwa loop,23.79372/88.126194
124,NOADAR DHAL,NRX,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,নোয়াদার ঢাল,,Howrah railway division,Sahibganj Loop,23.433927/87.745014
125,PACHANDI,PNDI,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,পাঁচন্দী,1917,Howrah railway division,Ahmadpur–Katwa line,23.7221645/88.0508414
126,PICHKURIR DHAL,PCQ,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,পিচকুড়ির ঢাল,,Howrah railway division,Sahibganj Loop,23.54342/87.720914
127,PRANTIK,PNE,,,HWH,ER,BIRBHUM,WEST BENGAL,প্রান্তিক,,Howrah railway division,Sahibganj Loop,23.694435/87.693501
128,SWADINPUR,SDLE,,,HWH,ER,BIRBHUM,WEST BENGAL,সাদীনপুর,,Howrah railway division,Sahibganj Loop,24.253478/87.822587
129,TAKIPUR,TKP,,,HWH,ER,BIRBHUM,WEST BENGAL,টাকিপুর,,Howrah railway division,Nalhati–Azimganj Branch Line,24.303242/87.920594
130,TALIT,TIT,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,তালিত,1854,Howrah railway division,Bardhaman–Asansol section,23.29331/87.819122
131,TARAPITH ROAD,TPF,,,HWH,ER,BIRBHUM,WEST BENGAL,তারাপীঠ রোড,,Howrah railway division,Sahibganj Loop,24.1265252897/87.7522050836
132,TENYA,TYAE,,,HWH,ER,MURSHIDABAD,WEST BENGAL,টেঁয়া,,Howrah railway division,Barharwa–Azimganj–Katwa loop,23.822157/88.148864
133,KONNAGAR,KOG,,,HWH,ER,HOOGHLY,WEST BENGAL,কোন্নগর,1854,Howrah railway division,Howrah–Bardhaman main line,22.70126/88.3425107
134,RISHRA,RIS,,,HWH,ER,HOOGHLY,WEST BENGAL,রিষড়া,1854,Howrah railway division,Howrah–Bardhaman main line,22.7261414/88.343487
135,SHEORAPHULLY JN.,SHE,,,HWH,ER,HOOGHLY,WEST BENGAL,শেওড়াফুলি জংশন,1854,Howrah railway division,Howrah–Bardhaman main line-Sheoraphuli–Bishnupur branch line,22.7748/88.3284
136,SHRIRAMPUR,SRP,,,HWH,ER,HOOGHLY,WEST BENGAL,শ্রীরামপুর,1854,Howrah railway division,Howrah–Bardhaman main line,22.754097/88.338624
137,ADI SAPTAGRAM,ADST,,,HWH,ER,HOOGHLY,WEST BENGAL,আদিসপ্তগ্রাম,,Howrah railway division,Howrah–Bardhaman main line,22.95447/88.378872
138,AGRADWIP,AGAE,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,অগ্রদ্বীপ,,Howrah railway division,Bandel–Katwa line,23.58096/88.226117
139,AMBIKA KALNA,ABKA,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,অম্বিকা কালনা,,Howrah railway division,Bandel–Katwa line,23.211377/88.353984
140,ARAMBAG,AMBG,,,HWH,ER,HOOGHLY,WEST BENGAL,আরামবাগ,,Howrah railway division,Sheoraphuli–Bishnupur branch line,22.8874658/87.7921651
141,BAGHNAPARA,BGRA,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,বাঘনাপাড়া,,Howrah railway division,Bandel–Katwa line,23.242082/88.329724
142,BAGILA,BGF,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,বাগিলা,,Howrah railway division,Howrah–Bardhaman main line,23.16014581/88.12200441
143,BAHIR KHANDA,BAHW,,,HWH,ER,HOOGHLY,WEST BENGAL,বাহিরখণ্ড,,Howrah railway division,Sheoraphuli–Bishnupur branch line,22.851949/88.071068
144,BAIDYABATI,BBAE,,,HWH,ER,HOOGHLY,WEST BENGAL,বৈদ্যবাটি,,Howrah railway division,Howrah–Bardhaman main line,22.79549199/88.33203765
145,BAINCHI,BOI,,,HWH,ER,HOOGHLY,WEST BENGAL,বৈঁচি,,Howrah railway division,Howrah–Bardhaman main line,23.1191243/88.196286
146,BAINCHIGRAM,BCGM,,,HWH,ER,HOOGHLY,WEST BENGAL,বৈঁচিগ্রাম,,Howrah railway division,Howrah–Bardhaman main line,23.10588031/88.21629817
147,BALAGARH,BGAE,,,HWH,ER,HOOGHLY,WEST BENGAL,বলাগড়,,Howrah railway division,Bandel–Katwa line,23.1215453/88.4525522
148,BALARAMBATI,BLAE,,,HWH,ER,HOOGHLY,WEST BENGAL,বলরামবাটী,,Howrah railway division,Howrah–Bardhaman chord,22.8080526/88.2116836
149,BALGONA,BGNA,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,বলগোনা,1915,Howrah railway division,Bardhaman–Katwa line,23.458049719227/87.950456449762
150,BALLY,BLY,,,HWH,ER,HOWRAH,WEST BENGAL,বালি,,Howrah railway division,Howrah–Bardhaman main line-Howrah–Bardhaman chord,22.6550777/88.3404293
151,BANKAPASI F,BCF,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,বনকাপাসী,1915,Howrah railway division,Bardhaman–Katwa line,23.5704001/88.0372191
152,BANSH BARIA,BSAE,,,HWH,ER,HOOGHLY,WEST BENGAL,বাঁশবেড়িয়া,,Howrah railway division,Bandel–Katwa line,22.957288/88.395641
153,BARUI PARA,BRPA,,,HWH,ER,HOOGHLY,WEST BENGAL,বারুইপাড়া,,Howrah railway division,Howrah–Bardhaman chord,22.7668969/88.2370465
154,BEGAMPUR,BPAE,,,HWH,ER,HOOGHLY,WEST BENGAL,বেগমপুর,1917,Howrah railway division,Howrah–Bardhaman chord,22.737627/88.255644
155,BEHULA,BHLA,,,HWH,ER,HOOGHLY,WEST BENGAL,বেহুলা,,Howrah railway division,Bandel–Katwa line,23.1819674/88.4287921
